SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ
1772611996.325557, 0.185850, -0.104447, -9.803059, -0.003866, -0.003397, 0.001930
1772611996.335449, 0.192135, -0.098910, -9.805154, 0.000857, -0.006160, 0.003694
1772611996.345273, 0.183605, -0.087837, -9.808745, 0.001425, -0.002670, 0.006208
1772611996.355584, 0.185251, -0.091728, -9.814431, -0.002368, 0.004381, 0.002851
1772611996.365454, 0.177769, -0.111480, -9.808446, -0.000372, -0.001516, 0.003607
1772611996.375441, 0.168492, -0.096217, -9.816077, -0.004253, -0.002343, 0.002637
1772611996.385446, 0.170288, -0.101155, -9.805004, -0.000694, 0.003643, 0.000555
1772611996.395259, 0.176423, -0.108787, -9.820866, 0.000285, 0.001550, 0.003280
1772611996.405447, 0.185251, -0.112079, -9.812187, -0.002271, 0.003546, 0.002287
1772611996.415465, 0.180164, -0.101305, -9.806201, 0.001181, 0.001501, 0.003294
1772611996.424853, 0.166247, -0.109684, -9.818771, 0.001652, 0.004771, 0.001757
1772611996.435471, 0.172532, -0.098312, -9.822212, -0.001279, 0.019570, 0.000281
1772611996.445438, 0.165499, -0.095918, -9.816376, -0.000688, 0.020704, 0.003148
1772611996.455412, 0.193631, -0.103549, -9.801413, -0.001676, 0.014451, 0.002796
1772611996.465491, 0.178368, -0.093374, -9.803358, -0.000593, 0.015188, 0.003101
1772611996.475407, 0.178817, -0.092925, -9.810840, -0.000603, 0.008471, 0.004511
1772611996.485416, 0.178967, -0.111630, -9.812486, -0.004506, 0.010746, 0.000646
1772611996.495225, 0.160860, -0.097115, -9.816376, -0.001588, 0.016483, 0.003508
1772611996.505593, 0.172831, -0.101305, -9.821763, -0.001526, 0.013828, 0.002110
1772611996.515440, 0.179116, -0.101604, -9.823260, -0.002633, 0.013694, 0.000422
1772611996.525417, 0.176872, -0.107440, -9.812636, -0.003538, 0.007702, 0.001294
1772611996.535524, 0.185850, -0.091578, -9.812187, -0.002818, 0.008287, 0.001070
1772611996.545247, 0.185850, -0.091578, -9.812187, -0.002996, -0.004054, 0.000887
1772611996.555431, 0.196773, -0.102651, -9.802759, -0.001158, 0.001305, 0.002871
1772611996.565495, 0.179266, -0.087837, -9.818172, -0.002920, 0.003151, 0.002035
1772611996.574876, 0.178967, -0.092925, -9.801562, -0.003511, -0.007485, 0.002813
1772611996.585474, 0.189441, -0.108787, -9.800515, -0.002534, -0.002715, 0.001438
1772611996.595284, 0.171335, -0.098761, -9.815030, -0.001452, -0.003312, 0.002299
1772611996.605454, 0.168642, -0.107290, -9.816227, -0.001780, -0.004657, 0.004020
1772611996.615609, 0.174328, -0.105046, -9.806800, -0.000679, -0.005501, 0.005524
1772611996.624928, 0.170138, -0.089783, -9.814431, -0.002508, -0.000132, 0.003102
1772611996.635465, 0.173280, -0.100556, -9.812935, -0.004884, -0.003064, 0.004087
1772611996.645437, 0.175824, -0.102801, -9.816825, 0.001414, 0.006896, 0.001608
1772611996.655588, 0.187646, -0.104896, -9.815628, -0.003760, 0.014056, 0.002164
1772611996.665432, 0.176273, -0.104896, -9.810541, -0.002322, 0.025654, 0.001634
1772611996.675428, 0.169090, -0.112527, -9.806351, 0.000340, 0.015407, 0.000478
1772611996.685587, 0.172383, -0.098910, -9.812336, 0.002252, 0.008058, 0.001980
1772611996.695369, 0.172981, -0.113725, -9.801263, -0.000511, 0.000470, 0.003073
1772611996.705464, 0.189890, -0.108487, -9.811887, -0.001919, 0.006817, 0.002542
1772611996.715421, 0.158915, -0.091429, -9.824756, -0.000460, 0.000649, 0.002729
1772611996.725433, 0.173131, -0.094870, -9.807398, -0.004563, 0.002428, 0.001034
1772611996.735563, 0.172083, -0.094122, -9.795128, -0.002133, -0.000314, 0.003683
1772611996.745435, 0.189142, -0.104896, -9.795577, -0.002300, -0.001542, 0.002702
1772611996.755587, 0.167594, -0.093524, -9.794829, 0.002188, 0.001119, 0.003234
1772611996.765499, 0.152181, -0.099509, -9.829545, -0.004821, -0.000143, 0.002437
1772611996.775433, 0.161758, -0.090531, -9.792883, 0.001508, 0.005231, 0.002038
1772611996.785417, 0.174178, -0.098162, -9.832088, 0.001244, 0.013317, 0.000243
1772611996.795245, 0.152930, -0.089633, -9.832238, -0.000277, 0.020442, 0.002309
1772611996.805480, 0.161459, -0.095020, -9.813084, -0.001445, 0.026663, 0.001017
1772611996.815469, 0.176123, -0.100108, -9.801113, -0.000265, 0.010551, 0.004591
1772611996.825024, 0.188543, -0.100856, -9.819220, -0.001059, 0.014133, 0.003591
1772611996.835587, 0.179266, -0.098013, -9.823260, 0.007557, -0.000684, 0.001917
1772611996.845322, 0.069731, -0.716166, -9.828497, -0.007921, -0.015226, 0.074486
1772611996.855408, 0.155324, -2.452560, -9.702802, -0.002484, -0.014365, 0.097410
1772611996.865595, 0.352995, 0.666486, -9.887754, 0.008885, 0.015422, -0.000327
1772611996.875437, -0.129736, 0.746243, -9.882965, -0.004706, 0.007608, -0.042988
1772611996.885422, 0.093374, -0.531064, -9.747693, -0.004110, -0.005196, -0.047266
1772611996.895275, 0.185102, -0.760159, -9.794679, -0.006046, 0.009469, -0.043387
1772611996.905469, 0.220715, -0.204255, -9.818621, -0.001420, 0.000085, -0.045724
1772611996.915494, 0.155623, -0.016310, -9.831639, -0.002371, 0.008749, -0.033082
1772611996.925495, 0.082600, -0.171185, -9.811139, -0.002117, 0.000231, -0.012253
1772611996.935439, 0.064643, -0.300323, -9.821614, -0.001245, 0.009455, 0.001778
1772611996.945279, 0.101305, -0.224307, -9.829545, 0.001998, -0.004173, 0.015490
1772611996.955418, 0.200664, -0.253037, -9.812336, -0.000117, 0.000330, 0.032932
1772611996.965452, 0.341024, -0.301969, -9.793931, -0.001006, -0.002838, 0.035330
1772611996.975573, 0.312443, -0.310049, -9.803957, -0.003398, -0.002748, 0.022001
1772611996.985463, 0.261716, -0.363919, -9.824158, -0.000887, 0.008516, 0.004632
1772611996.995265, 0.248698, -0.413149, -9.798869, 0.002360, 0.012866, -0.003273
1772611997.005443, 0.235230, -0.423923, -9.834034, -0.000539, -0.004431, -0.008249
1772611997.015623, 0.228796, -0.395343, -9.787796, 0.001011, 0.003898, -0.006883
1772611997.024959, 0.210390, -0.380977, -9.822362, -0.003023, 0.005879, -0.009626
1772611997.035451, 0.228197, -0.346561, -9.795278, 0.000973, -0.005974, -0.000732
1772611997.045280, 0.225504, -0.317232, -9.849895, 0.003390, 0.005375, 0.003653
1772611997.055591, 0.186598, -0.266505, -9.803358, -0.001098, -0.008511, -0.001307
1772611997.065453, 0.139762, -0.314688, -9.813084, 0.000022, 0.011253, -0.003415
1772611997.075056, 0.131531, -0.298078, -9.826402, 0.002384, 0.015989, -0.003302
1772611997.085595, 0.116568, -0.256329, -9.801562, -0.005169, -0.003186, -0.000152
1772611997.095349, 0.140510, -0.256778, -9.793781, 0.000602, 0.022356, 0.004477
1772611997.105458, 0.178817, -0.266355, -9.832837, 0.000681, 0.011948, 0.009532
1772611997.115472, 0.221464, -0.216675, -9.816077, 0.000642, 0.003646, 0.017648
1772611997.125478, 0.223708, -0.240767, -9.803807, 0.001566, 0.007662, 0.025685
1772611997.135432, 0.178967, -0.202011, -9.796624, -0.000072, 0.025569, 0.024389
1772611997.145330, 0.148441, -0.188244, -9.819220, 0.001894, -0.002737, 0.020475
1772611997.155406, 0.126294, -0.204255, -9.805752, 0.000533, 0.004267, 0.012233
1772611997.165431, 0.142305, -0.213383, -9.805004, 0.000368, 0.000671, 0.006136
1772611997.175594, 0.170587, -0.193781, -9.814730, 0.001400, -0.002250, 0.013106
1772611997.185600, 0.237325, -0.152930, -9.825055, 0.003049, 0.012744, 0.019203
1772611997.195254, 0.230442, -0.152481, -9.802460, -0.001621, 0.003284, 0.024551
1772611997.205596, 0.173879, -0.153528, -9.811139, -0.000502, 0.014283, 0.017398
1772611997.215419, 0.102651, -0.113276, -9.816676, 0.002140, 0.004478, 0.008491
1772611997.225006, 0.087239, -0.151882, -9.809643, 0.002140, 0.004478, 0.008491
1772611997.235599, 0.148740, -0.192135, -9.831041, 0.001101, 0.012460, 0.004566
1772611997.245333, 0.168043, -0.182259, -9.794080, 0.001101, 0.012460, 0.004566
1772611997.254861, 0.152930, -0.152481, -9.827749, -0.000301, 0.008804, 0.003268
1772611997.265461, 0.144700, -0.168342, -9.798270, 0.001108, 0.008417, 0.002506
1772611997.275431, 0.137367, -0.210241, -9.804106, -0.000032, 0.001467, 0.004014
1772611997.285463, 0.154127, -0.186299, -9.801562, -0.001039, 0.010048, 0.015541
1772611997.295386, 0.168642, -0.178518, -9.844209, 0.001852, 0.007681, 0.016793
1772611997.305461, 0.201711, -0.193930, -9.800066, 0.000023, -0.012020, 0.012725
1772611997.315437, 0.297031, -0.175675, -9.829395, 0.004542, 0.007776, 0.010443
1772611997.325508, 0.325761, -0.196325, -9.775076, 0.001317, -0.001009, 0.011323
1772611997.335458, 0.331896, -0.131831, -9.842563, 0.001222, 0.005049, 0.015766
1772611997.345445, 0.287753, -0.091877, -9.789891, 0.000481, 0.003034, 0.023791
1772611997.355594, 0.146944, -0.103549, -9.829545, 0.001119, 0.014024, 0.020760
1772611997.365448, 0.070928, -0.154276, -9.800066, 0.001635, 0.004715, 0.003472
1772611997.375559, 0.100257, -0.124199, -9.802161, 0.001281, 0.027086, -0.006018
1772611997.385590, 0.108787, -0.066738, -9.821763, 0.003105, 0.019110, -0.012696
1772611997.395276, 0.190040, -0.098761, -9.783755, 0.003127, 0.010882, -0.003519
1772611997.405593, 0.247351, -0.149488, -9.807398, 0.002589, 0.009397, 0.013286
1772611997.415441, 0.249745, -0.095918, -9.813384, 0.003606, 0.002566, 0.023031
1772611997.425031, 0.222511, -0.113874, -9.798570, -0.002182, 0.008745, 0.030030
1772611997.435468, 0.222361, -0.191985, -9.809343, -0.004984, -0.001172, 0.032714
1772611997.445279, 0.278625, -0.154576, -9.825205, 0.000404, 0.005515, 0.038559
1772611997.455595, 0.271592, -0.139313, -9.811289, 0.003938, 0.007400, 0.046085
1772611997.465442, 0.207398, -0.181062, -9.789741, 0.003151, 0.015249, 0.054009
1772611997.475470, 0.155773, -0.144849, -9.833136, 0.002035, 0.011733, 0.054178
1772611997.485458, 0.056862, -0.064494, -9.807398, -0.003129, 0.021293, 0.045485
1772611997.495232, 0.041749, -0.054618, -9.803657, 0.000691, 0.010160, 0.038744
1772611997.505456, 0.024092, -0.145148, -9.789442, -0.000547, 0.010100, 0.035506
1772611997.515478, 0.040701, -0.096516, -9.829395, 0.002402, 0.007745, 0.030069
1772611997.525438, 0.083647, -0.069432, -9.823260, -0.003238, 0.013390, 0.025431
1772611997.535528, 0.146645, -0.150087, -9.818621, 0.000438, 0.009458, 0.017476
1772611997.545449, 0.251541, -0.141557, -9.811738, -0.002577, -0.005663, 0.019230
1772611997.555599, 0.327557, -0.116867, -9.831639, 0.003728, 0.012124, 0.034960
1772611997.565428, 0.229694, -0.058359, -9.810690, 0.005805, 0.009023, 0.041894
1772611997.575064, 0.129437, -0.126444, -9.796026, -0.001355, 0.010544, 0.040095
1772611997.585412, 0.071377, -0.059855, -9.828946, 0.003496, 0.010873, 0.039163
1772611997.595230, 0.022745, -0.055665, -9.784055, -0.002236, 0.003373, 0.040719
1772611997.605464, 0.014066, -0.014814, -9.823559, 0.001966, 0.002525, 0.030727
1772611997.615453, 0.051924, -0.122254, -9.786599, 0.001217, 0.005441, 0.024097
1772611997.625096, 0.137816, -0.118214, -9.842713, 0.002945, 0.010524, 0.031618
1772611997.635466, 0.150087, -0.149787, -9.826701, 0.000951, -0.005123, 0.034699
1772611997.645488, 0.173580, -0.186598, -9.818621, 0.001888, 0.010140, 0.022607
1772611997.655595, 0.302867, -0.176572, -9.790190, 0.000966, -0.003151, 0.029540
1772611997.665477, 0.348207, -0.123900, -9.843760, 0.003412, 0.006419, 0.040970
1772611997.675458, 0.245855, -0.099060, -9.800515, -0.000059, 0.002703, 0.041489
1772611997.685595, 0.169988, -0.127491, -9.794829, 0.001402, 0.019964, 0.035224
1772611997.695466, 0.117615, -0.073921, -9.800814, 0.002458, 0.001285, 0.033447
1772611997.705432, 0.098312, -0.047884, -9.825055, 0.004269, 0.011055, 0.028657
1772611997.715480, 0.120309, -0.092326, -9.810241, 0.002965, 0.004952, 0.030813
1772611997.725419, 0.180164, -0.145747, -9.801413, -0.001937, 0.002687, 0.042919
1772611997.735567, 0.245705, -0.141856, -9.804705, 0.004787, 0.001262, 0.064846
1772611997.745439, 0.286107, -0.134225, -9.785551, 0.003721, 0.002772, 0.076883
1772611997.755422, 0.299574, -0.118513, -9.823858, 0.006596, 0.008494, 0.087029
1772611997.765573, 0.199168, -0.070330, -9.806051, 0.003254, 0.012096, 0.088645
1772611997.775436, 0.195876, -0.077662, -9.825804, 0.002168, 0.011081, 0.086050
1772611997.785519, 0.213832, -0.074968, -9.813833, -0.002764, 0.004947, 0.085324
1772611997.795467, 0.211139, -0.096067, -9.807249, 0.000319, 0.005829, 0.088106
1772611997.805514, 0.196025, -0.004489, -9.828048, 0.004825, 0.003740, 0.091304
1772611997.815476, 0.149638, -0.038607, -9.796026, -0.001476, 0.024336, 0.085228
1772611997.825121, 0.097713, -0.037559, -9.813084, 0.001238, 0.007404, 0.065126
1772611997.835629, 0.116119, -0.056563, -9.815928, 0.002246, 0.001522, 0.052202
1772611997.845476, 0.162357, -0.065841, -9.830293, 0.001883, 0.024709, 0.052365
1772611997.855518, 0.162955, -0.112228, -9.792734, -0.000954, -0.008001, 0.054352
1772611997.865582, 0.168941, -0.013168, -9.831639, 0.003269, 0.020915, 0.058159
1772611997.875459, 0.141856, 0.125696, -9.797372, 0.002730, -0.003789, 0.057754
1772611997.885611, 0.178069, 0.017657, -9.811139, -0.000126, 0.026903, 0.049469
1772611997.895455, 0.229394, 0.009427, -9.790190, 0.003446, -0.003011, 0.058625
1772611997.905507, 0.229095, -0.009128, -9.807398, 0.000511, 0.015451, 0.066695
1772611997.915631, 0.217124, -0.009278, -9.800216, 0.002602, 0.013426, 0.080014
1772611997.925425, 0.149937, 0.008679, -9.838672, 0.001331, 0.008355, 0.085836
1772611997.935582, 0.151583, -0.061202, -9.777620, 0.000835, 0.016310, 0.082698
1772611997.945616, 0.161309, -0.035464, -9.833285, -0.000818, 0.016230, 0.073360
1772611997.955427, 0.168941, -0.017059, -9.795876, 0.003537, 0.007979, 0.063427
1772611997.965512, 0.197671, -0.041001, -9.830293, 0.001779, 0.012598, 0.066061
1772611997.975494, 0.174777, 0.066888, -9.819968, 0.002816, 0.000025, 0.063738
1772611997.985437, 0.174777, 0.066888, -9.819968, 0.000972, 0.014975, 0.052201
1772611997.995467, 0.132130, 0.034267, -9.809792, -0.001299, 0.007340, 0.041620
1772611998.005445, 0.119710, 0.006285, -9.811738, 0.002282, 0.007204, 0.045309
1772611998.014485, 0.121057, 0.094272, -9.795876, 0.003186, 0.012636, 0.033755
1772611998.025133, 0.087089, 0.072724, -9.824457, -0.000879, -0.002208, 0.032107
1772611998.035453, 0.133926, 0.056563, -9.788544, 0.001397, 0.005563, 0.034451
1772611998.045623, 0.184204, 0.091429, -9.828796, 0.000460, 0.015900, 0.033992
1772611998.055600, 0.206051, 0.107141, -9.809792, 0.003633, -0.001779, 0.041811
1772611998.065529, 0.224905, 0.062997, -9.827300, 0.000763, 0.013235, 0.047954
1772611998.075210, 0.200963, 0.153079, -9.806500, 0.001102, 0.001147, 0.041333
1772611998.085430, 0.127342, 0.211288, -9.822063, -0.001232, 0.017858, 0.037565
1772611998.095536, 0.176722, 0.172981, -9.828796, -0.000038, 0.007204, 0.032123
1772611998.105531, 0.114922, 0.237176, -9.798270, 0.002908, 0.007014, 0.031282
1772611998.115622, 0.108038, 0.288352, -9.818172, 0.001405, 0.005556, 0.029954
1772611998.125426, 0.128838, 0.330101, -9.794529, 0.001021, 0.009795, 0.026708
1772611998.135508, 0.097115, 0.328754, -9.818022, 0.001722, 0.004793, 0.020592
1772611998.145461, 0.130933, 0.359878, -9.794529, -0.000114, 0.004423, 0.016198
1772611998.155498, 0.241515, 0.384120, -9.814282, 0.000662, 0.008977, 0.016542
1772611998.165539, 0.244957, 0.339827, -9.813234, -0.001209, 0.008524, 0.012020
1772611998.175462, 0.197222, 0.401478, -9.807847, 0.001105, 0.012806, 0.000893
1772611998.185600, 0.171634, 0.415095, -9.830592, -0.005347, 0.015946, 0.002895
1772611998.195471, 0.176273, -0.126444, -9.789442, -0.005074, 0.005938, 0.001956
1772611998.205549, 0.183007, -0.135422, -9.807997, -0.002537, -0.024774, 0.002396
1772611998.215503, 0.184653, -0.106991, -9.817723, -0.003426, 0.007682, 0.001402
1772611998.225215, 0.163105, -0.119112, -9.826552, -0.001002, 0.019106, 0.000446
1772611998.235437, 0.160112, -0.126743, -9.821165, 0.011187, 0.048431, 0.003511
1772611998.245437, 0.157269, -0.120309, -9.850494, 0.011814, 0.060520, 0.000271
1772611998.255601, 0.148291, -0.119560, -9.872790, 0.005418, 0.036532, 0.000697
1772611998.265561, 0.236128, -0.128539, -9.716419, 0.008102, 0.039838, -0.003748
1772611998.275533, 0.166996, -0.128539, -9.899126, 0.005082, 0.024273, 0.000887
1772611998.285421, 0.243011, -0.119411, -9.743054, -0.010993, -0.027025, 0.005177
1772611998.295571, 0.258723, -0.132130, -9.737966, 0.003733, -0.030005, 0.004588
1772611998.305512, 0.195127, -0.136769, -9.826402, -0.013231, -0.017310, 0.005985
1772611998.315440, 0.175974, -0.136320, -9.777620, -0.006559, -0.020590, 0.004044
1772611998.325445, 0.202160, -0.121057, -9.809044, -0.001223, 0.012288, 0.003200
1772611998.335479, 0.145298, -0.129736, -9.884162, -0.001814, -0.009010, 0.005675
1772611998.345447, 0.207697, -0.132729, -9.774777, -0.004797, 0.009605, 0.001922
1772611998.355602, 0.169390, -0.137667, -9.822661, -0.000621, 0.003735, 0.004955
1772611998.365576, 0.187646, -0.123152, -9.820267, 0.000273, 0.006323, 0.003123
1772611998.375471, 0.178967, -0.123451, -9.800814, 0.000077, 0.005936, 0.003578
1772611998.385602, 0.176572, -0.125247, -9.830891, -0.002047, 0.006067, 0.002883
1772611998.395471, 0.181510, -0.122254, -9.801263, -0.002736, 0.003753, 0.002296
1772611998.405586, 0.183755, -0.126593, -9.820566, -0.004165, 0.003008, 0.004479
1772611998.415487, 0.181660, -0.128239, -9.815479, -0.000177, 0.010065, 0.001225
1772611998.425256, 0.174777, -0.111929, -9.807697, 0.000390, 0.005653, 0.003604
1772611998.435449, 0.190938, -0.126743, -9.816227, 0.000458, 0.006400, 0.003275
1772611998.445507, 0.194679, -0.126444, -9.809643, -0.002963, 0.006964, -0.000265
1772611998.455436, 0.193332, -0.122852, -9.813533, -0.001576, 0.005956, 0.000973
1772611998.465514, 0.182558, -0.119560, -9.801413, -0.001177, 0.007060, 0.001025
1772611998.475546, 0.192284, -0.124798, -9.808446, -0.003540, 0.006979, 0.001895
1772611998.485430, 0.187197, -0.128838, -9.821913, -0.000780, 0.006838, 0.002368
1772611998.495474, 0.189441, -0.127342, -9.804256, -0.001814, 0.006007, 0.000968
1772611998.505513, 0.190638, -0.129437, -9.813833, 0.000370, 0.005546, 0.003625
1772611998.515485, 0.190638, -0.122254, -9.817873, -0.000768, 0.005355, 0.004484
1772611998.525468, 0.177321, -0.126893, -9.809792, -0.000287, 0.006685, 0.000825
1772611998.535512, 0.188693, -0.130933, -9.809792, -0.001765, 0.007691, 0.002578
1772611998.545483, 0.187945, -0.124498, -9.812336, -0.001619, 0.007166, 0.002465
1772611998.555465, 0.192434, -0.115071, -9.809194, -0.002576, 0.005190, 0.004060
1772611998.565621, 0.195127, -0.109086, -9.803657, -0.001205, 0.008744, 0.001409
1772611998.575265, 0.182708, -0.122404, -9.816227, -0.001224, 0.005794, 0.003813
1772611998.585434, 0.190788, -0.110133, -9.806201, -0.000582, 0.006728, 0.002711
1772611998.595423, 0.187945, -0.117017, -9.806500, -0.001475, 0.007028, 0.003095
1772611998.605439, 0.198719, -0.121955, -9.815030, -0.002401, 0.003331, 0.001311
1772611998.615436, 0.196025, -0.129137, -9.801413, 0.000278, 0.007569, 0.005203
1772611998.625252, 0.180613, -0.131232, -9.813982, 0.000904, 0.006226, 0.003729
1772611998.635522, 0.194978, -0.122254, -9.810690, -0.000924, 0.007681, 0.004284
1772611998.645629, 0.178218, -0.132579, -9.809942, 0.003120, 0.006093, 0.003718
1772611998.655499, 0.174178, -0.121057, -9.817125, -0.005925, 0.007009, 0.000090
1772611998.665527, 0.177620, -0.127641, -9.808296, -0.002024, 0.006216, 0.003417
1772611998.675436, 0.197372, -0.134225, -9.816825, -0.000325, 0.005873, 0.003448
1772611998.685483, 0.187047, -0.128090, -9.803957, -0.000325, 0.005873, 0.003448
1772611998.695479, 0.172981, -0.121356, -9.820117, -0.000940, 0.007168, 0.003610
1772611998.705463, 0.185401, -0.125097, -9.810241, -0.004857, 0.005877, 0.001736
1772611998.715453, 0.188992, -0.126444, -9.813982, -0.003644, 0.005390, 0.000926
1772611998.725502, 0.190788, -0.125995, -9.802909, 0.000485, 0.004801, 0.004439
1772611998.735484, 0.191386, -0.130634, -9.796026, -0.002120, 0.008278, 0.003304
1772611998.745449, 0.192883, -0.130484, -9.810840, -0.003510, 0.011475, 0.003525
1772611998.755528, 0.181660, -0.124349, -9.822362, -0.001264, 0.005848, 0.005423
1772611998.765552, 0.197971, -0.122254, -9.819668, -0.002098, 0.007770, 0.000707
1772611998.775532, 0.169539, -0.118363, -9.807697, -0.001774, 0.006935, 0.002971
1772611998.785468, 0.159214, -0.121655, -9.888352, 0.040701, 0.019651, 0.001891
1772611998.795462, 0.175375, -0.158317, -9.790938, -0.019132, 0.032137, 0.002085
1772611998.805441, 0.285658, -0.115520, -9.620650, -0.010120, -0.041659, 0.005358
1772611998.815447, 0.075866, -0.119860, -10.085275, 0.004940, 0.035239, 0.001195
1772611998.825135, 0.285509, -0.123451, -9.551219, -0.012480, -0.040813, 0.003661
1772611998.835568, 0.121057, -0.124947, -10.048015, 0.007039, 0.032402, 0.001402